machine_id,current_A,vibration_ms2,state
2,0.208,2.222,MACHINE ON + WORKING
5,0.103,1.385,MACHINE ON (Idle)
2,0.126,8.582,MACHINE ON + WORKING
1,0.085,0.956,MACHINE ON (Idle)
2,0.087,1.147,MACHINE ON (Idle)
2,0.089,1.02,MACHINE ON (Idle)
1,0.031,0.213,MACHINE OFF
4,0.112,0.971,MACHINE ON + WORKING
5,0.138,5.497,MACHINE ON + WORKING
3,0.105,0.983,MACHINE ON (Idle)
1,0.081,0.522,MACHINE ON (Idle)
5,0.165,3.523,MACHINE ON + WORKING
2,0.053,0.415,MACHINE OFF
2,0.067,1.098,MACHINE ON (Idle)
5,0.177,4.799,MACHINE ON + WORKING
5,0.074,1.116,MACHINE ON (Idle)
5,0.024,0.433,MACHINE OFF
5,0.038,0.582,MACHINE OFF
2,0.176,7.477,MACHINE ON + WORKING
5,0.101,1.414,MACHINE ON + WORKING
2,0.035,0.066,MACHINE OFF
4,0.09,0.742,MACHINE ON (Idle)
4,0.102,4.027,MACHINE ON + WORKING
3,0.11,1.186,MACHINE ON (Idle)
5,0.084,1.55,MACHINE ON (Idle)
3,0.025,0.401,MACHINE OFF
2,0.022,0.226,MACHINE OFF
3,0.1,0.698,MACHINE ON (Idle)
3,0.029,0.37,MACHINE OFF
4,0.151,3.316,MACHINE ON + WORKING
4,0.091,0.81,MACHINE ON (Idle)
4,0.101,0.744,MACHINE ON (Idle)
4,0.047,0.206,MACHINE OFF
1,0.105,0.77,MACHINE ON (Idle)
1,0.036,0.01,MACHINE OFF
1,0.118,0.887,MACHINE ON + WORKING
5,0.133,1.122,MACHINE ON (Idle)
2,0.078,0.687,MACHINE ON (Idle)
3,0.066,0.724,MACHINE ON (Idle)
4,0.132,1.283,MACHINE ON + WORKING
4,0.028,0.16,MACHINE OFF
5,0.038,0.41,MACHINE OFF
4,0.072,3.822,MACHINE ON + WORKING
4,0.091,1.069,MACHINE ON + WORKING
2,0.025,0.1,MACHINE OFF
3,0.105,0.65,MACHINE ON (Idle)
2,0.034,0.835,MACHINE OFF
1,0.071,0.879,MACHINE ON (Idle)
2,0.03,0.152,MACHINE OFF
2,0.02,0.299,MACHINE OFF
1,0.058,0.956,MACHINE ON (Idle)
4,0.044,0.109,MACHINE OFF
4,0.045,0.01,MACHINE OFF
3,0.098,0.801,MACHINE ON (Idle)
1,0.09,0.291,MACHINE ON (Idle)
4,0.102,0.571,MACHINE ON (Idle)
4,0.156,5.596,MACHINE ON + WORKING
4,0.047,0.403,MACHINE OFF
3,0.118,0.754,MACHINE ON (Idle)
4,0.045,0.088,MACHINE OFF
4,0.172,2.634,MACHINE ON + WORKING
4,0.039,0.091,MACHINE OFF
5,0.106,6.399,MACHINE ON + WORKING
2,0.077,1.184,MACHINE ON (Idle)
4,0.04,0.01,MACHINE OFF
3,0.094,1.394,MACHINE ON (Idle)
1,0.088,0.741,MACHINE ON (Idle)
3,0.16,0.01,MACHINE ON + WORKING
1,0.125,3.117,MACHINE ON + WORKING
4,0.043,0.071,MACHINE OFF
3,0.105,0.929,MACHINE ON (Idle)
2,0.084,1.08,MACHINE ON (Idle)
5,0.127,1.219,MACHINE ON + WORKING
3,0.057,0.742,MACHINE ON (Idle)
5,0.099,0.823,MACHINE ON (Idle)
4,0.115,4.383,MACHINE ON + WORKING
3,0.102,1.259,MACHINE ON (Idle)
1,0.08,0.796,MACHINE ON (Idle)
4,0.173,5.586,MACHINE ON + WORKING
4,0.11,1.063,MACHINE ON (Idle)
3,0.122,1.345,MACHINE ON (Idle)
3,0.127,1.294,MACHINE ON + WORKING
4,0.143,0.667,MACHINE ON (Idle)
1,0.094,3.642,MACHINE ON + WORKING
3,0.034,0.141,MACHINE OFF
5,0.045,0.429,MACHINE OFF
1,0.032,0.01,MACHINE OFF
5,0.097,1.291,MACHINE ON (Idle)
5,0.062,0.897,MACHINE ON (Idle)
1,0.08,5.856,MACHINE ON + WORKING
3,0.035,0.175,MACHINE OFF
2,0.072,0.913,MACHINE ON (Idle)
5,0.094,1.313,MACHINE ON (Idle)
2,0.082,0.941,MACHINE ON (Idle)
5,0.121,1.321,MACHINE ON (Idle)
2,0.101,7.673,MACHINE ON + WORKING
4,0.14,4.352,MACHINE ON + WORKING
5,0.176,8.281,MACHINE ON + WORKING
5,0.104,0.656,MACHINE ON (Idle)
2,0.076,0.869,MACHINE ON (Idle)
2,0.04,0.346,MACHINE OFF
4,0.147,0.88,MACHINE ON + WORKING
1,0.031,0.044,MACHINE OFF
3,0.03,0.286,MACHINE OFF
3,0.085,1.011,MACHINE ON (Idle)
2,0.066,0.922,MACHINE ON (Idle)
2,0.073,0.829,MACHINE ON (Idle)
4,0.122,0.814,MACHINE ON (Idle)
1,0.039,0.228,MACHINE OFF
1,0.03,0.302,MACHINE OFF
5,0.154,1.493,MACHINE ON + WORKING
4,0.038,0.153,MACHINE OFF
1,0.116,2.388,MACHINE ON + WORKING
1,0.063,0.662,MACHINE ON (Idle)
3,0.075,1.043,MACHINE ON (Idle)
4,0.137,3.632,MACHINE ON + WORKING
2,0.085,0.932,MACHINE ON (Idle)
5,0.14,5.422,MACHINE ON + WORKING
5,0.048,0.313,MACHINE OFF
3,0.033,0.288,MACHINE OFF
5,0.108,1.074,MACHINE ON (Idle)
3,0.097,0.775,MACHINE ON (Idle)
2,0.109,4.226,MACHINE ON + WORKING
1,0.028,0.197,MACHINE OFF
4,0.04,0.122,MACHINE OFF
1,0.103,0.964,MACHINE ON + WORKING
1,0.043,0.239,MACHINE OFF
2,0.095,0.645,MACHINE ON (Idle)
2,0.093,0.809,MACHINE ON (Idle)
3,0.094,1.429,MACHINE ON (Idle)
5,0.175,1.331,MACHINE ON + WORKING
1,0.076,4.122,MACHINE ON + WORKING
2,0.036,0.3,MACHINE OFF
3,0.185,5.12,MACHINE ON + WORKING
5,0.111,6.872,MACHINE ON + WORKING
4,0.09,1.23,MACHINE ON (Idle)
3,0.024,0.498,MACHINE OFF
2,0.089,0.943,MACHINE ON (Idle)
2,0.11,1.012,MACHINE ON (Idle)
4,0.041,0.144,MACHINE OFF
1,0.223,1.144,MACHINE ON + WORKING
4,0.136,4.989,MACHINE ON + WORKING
3,0.019,0.171,MACHINE OFF
1,0.039,0.078,MACHINE OFF
5,0.034,0.522,MACHINE OFF
5,0.041,0.452,MACHINE OFF
1,0.127,3.932,MACHINE ON + WORKING
2,0.119,0.881,MACHINE ON (Idle)
2,0.2,1.294,MACHINE ON + WORKING
3,0.127,6.823,MACHINE ON + WORKING
2,0.057,0.414,MACHINE OFF
2,0.104,1.058,MACHINE ON (Idle)
3,0.035,0.098,MACHINE OFF
2,0.075,1.06,MACHINE ON (Idle)
3,0.094,5.048,MACHINE ON + WORKING
4,0.135,2.651,MACHINE ON + WORKING
4,0.129,5.554,MACHINE ON + WORKING
2,0.053,0.765,MACHINE OFF
5,0.117,0.928,MACHINE ON (Idle)
1,0.039,0.01,MACHINE OFF
2,0.117,1.41,MACHINE ON + WORKING
5,0.126,1.252,MACHINE ON (Idle)
3,0.074,0.82,MACHINE ON (Idle)
1,0.054,0.433,MACHINE ON (Idle)
4,0.032,0.14,MACHINE OFF
2,0.026,0.154,MACHINE OFF
3,0.076,0.556,MACHINE ON (Idle)
2,0.089,0.811,MACHINE ON (Idle)
2,0.079,0.318,MACHINE ON + WORKING
2,0.061,0.189,MACHINE OFF
2,0.081,1.186,MACHINE ON (Idle)
2,0.093,3.255,MACHINE ON + WORKING
3,0.025,0.278,MACHINE OFF
1,0.1,1.127,MACHINE ON + WORKING
3,0.023,0.148,MACHINE OFF
2,0.043,0.136,MACHINE OFF
5,0.092,0.895,MACHINE ON (Idle)
1,0.041,0.364,MACHINE OFF
4,0.153,1.564,MACHINE ON + WORKING
5,0.152,0.924,MACHINE ON (Idle)
1,0.028,0.289,MACHINE OFF
3,0.094,1.053,MACHINE ON (Idle)
2,0.129,5.229,MACHINE ON + WORKING
5,0.078,1.595,MACHINE ON (Idle)
4,0.148,0.01,MACHINE ON + WORKING
2,0.137,0.866,MACHINE ON + WORKING
4,0.12,0.879,MACHINE ON + WORKING
1,0.024,0.175,MACHINE OFF
3,0.026,0.1,MACHINE OFF
3,0.107,1.942,MACHINE ON + WORKING
3,0.03,0.489,MACHINE OFF
2,0.129,0.761,MACHINE ON (Idle)
2,0.096,0.638,MACHINE ON (Idle)
4,0.039,0.01,MACHINE OFF
2,0.041,0.159,MACHINE OFF
2,0.041,0.196,MACHINE OFF
4,0.027,0.837,MACHINE OFF
5,0.058,0.527,MACHINE OFF
2,0.042,0.084,MACHINE OFF
3,0.029,0.359,MACHINE OFF
5,0.07,1.019,MACHINE ON (Idle)
5,0.051,0.427,MACHINE OFF
1,0.111,0.581,MACHINE ON (Idle)
4,0.151,0.68,MACHINE ON (Idle)
4,0.105,0.865,MACHINE ON (Idle)
1,0.081,0.593,MACHINE ON (Idle)
1,0.09,0.805,MACHINE ON (Idle)
1,0.103,2.93,MACHINE ON + WORKING
1,0.084,4.958,MACHINE ON + WORKING
4,0.11,0.715,MACHINE ON (Idle)
5,0.097,1.076,MACHINE ON (Idle)
1,0.114,0.969,MACHINE ON (Idle)
3,0.126,0.616,MACHINE ON (Idle)
5,0.049,0.571,MACHINE OFF
3,0.021,0.174,MACHINE OFF
1,0.029,0.28,MACHINE OFF
1,0.082,1.407,MACHINE ON (Idle)
4,0.143,0.881,MACHINE ON + WORKING
2,0.153,2.596,MACHINE ON + WORKING
2,0.039,0.212,MACHINE OFF
4,0.088,0.753,MACHINE ON (Idle)
5,0.129,1.363,MACHINE ON + WORKING
3,0.048,0.511,MACHINE OFF
4,0.123,0.836,MACHINE ON (Idle)
4,0.105,1.376,MACHINE ON (Idle)
3,0.054,0.959,MACHINE ON (Idle)
4,0.087,1.071,MACHINE ON (Idle)
4,0.028,0.17,MACHINE OFF
2,0.086,1.108,MACHINE ON (Idle)
5,0.051,0.442,MACHINE OFF
1,0.12,3.19,MACHINE ON + WORKING
2,0.04,0.158,MACHINE OFF
3,0.076,1.177,MACHINE ON (Idle)
3,0.126,4.586,MACHINE ON + WORKING
1,0.123,1.116,MACHINE ON (Idle)
4,0.129,1.02,MACHINE ON (Idle)
5,0.045,0.694,MACHINE OFF
5,0.061,1.075,MACHINE ON + WORKING
1,0.097,0.725,MACHINE ON (Idle)
2,0.147,4.806,MACHINE ON + WORKING
4,0.028,0.017,MACHINE OFF
5,0.05,0.63,MACHINE OFF
4,0.069,0.565,MACHINE ON (Idle)
2,0.118,0.594,MACHINE ON (Idle)
5,0.045,0.516,MACHINE OFF
4,0.154,2.929,MACHINE ON + WORKING
1,0.135,0.796,MACHINE ON + WORKING
4,0.077,0.842,MACHINE ON (Idle)
5,0.175,3.836,MACHINE ON + WORKING
5,0.068,1.177,MACHINE ON (Idle)
4,0.095,1.108,MACHINE ON (Idle)
2,0.11,0.678,MACHINE ON (Idle)
1,0.108,0.396,MACHINE ON (Idle)
1,0.153,0.456,MACHINE ON + WORKING
2,0.173,5.861,MACHINE ON + WORKING
5,0.131,1.293,MACHINE ON (Idle)
4,0.135,1.107,MACHINE ON + WORKING
1,0.032,0.01,MACHINE OFF
4,0.029,0.076,MACHINE OFF
4,0.142,4.881,MACHINE ON + WORKING
5,0.203,1.585,MACHINE ON + WORKING
3,0.037,0.647,MACHINE OFF
4,0.082,0.46,MACHINE ON (Idle)
5,0.032,0.558,MACHINE OFF
3,0.075,0.777,MACHINE ON + WORKING
5,0.11,0.759,MACHINE ON (Idle)
4,0.112,8.635,MACHINE ON + WORKING
1,0.122,1.519,MACHINE ON + WORKING
1,0.039,0.09,MACHINE OFF
4,0.026,0.204,MACHINE OFF
3,0.075,6.073,MACHINE ON + WORKING
2,0.099,0.884,MACHINE ON (Idle)
3,0.089,0.863,MACHINE ON (Idle)
5,0.036,0.417,MACHINE OFF
5,0.13,0.807,MACHINE ON (Idle)
4,0.095,1.044,MACHINE ON (Idle)
4,0.11,1.071,MACHINE ON (Idle)
3,0.111,4.975,MACHINE ON + WORKING
2,0.044,0.161,MACHINE OFF
1,0.017,0.042,MACHINE OFF
2,0.046,0.227,MACHINE OFF
4,0.039,0.01,MACHINE OFF
2,0.053,0.39,MACHINE OFF
1,0.093,0.734,MACHINE ON (Idle)
2,0.042,0.183,MACHINE OFF
5,0.115,1.188,MACHINE ON (Idle)
4,0.047,0.101,MACHINE OFF
5,0.039,0.49,MACHINE OFF
3,0.095,0.566,MACHINE ON (Idle)
5,0.059,0.713,MACHINE OFF
5,0.126,3.386,MACHINE ON + WORKING
1,0.115,0.769,MACHINE ON (Idle)
4,0.166,6.701,MACHINE ON + WORKING
1,0.091,3.483,MACHINE ON + WORKING
1,0.047,0.148,MACHINE OFF
1,0.125,0.773,MACHINE ON (Idle)
2,0.058,0.616,MACHINE ON (Idle)
3,0.121,6.879,MACHINE ON + WORKING
4,0.102,0.525,MACHINE ON (Idle)
3,0.058,1.466,MACHINE ON (Idle)
2,0.139,0.897,MACHINE ON (Idle)
1,0.025,0.284,MACHINE OFF
3,0.115,1.074,MACHINE ON (Idle)
3,0.155,4.208,MACHINE ON + WORKING
3,0.13,2.886,MACHINE ON + WORKING
5,0.044,0.37,MACHINE OFF
4,0.112,1.442,MACHINE ON + WORKING
4,0.034,0.099,MACHINE OFF
3,0.043,0.128,MACHINE OFF
1,0.022,0.239,MACHINE OFF
1,0.166,1.414,MACHINE ON + WORKING
2,0.201,0.86,MACHINE ON + WORKING
1,0.135,0.823,MACHINE ON (Idle)
5,0.168,1.335,MACHINE ON + WORKING
5,0.041,0.557,MACHINE OFF
5,0.145,5.296,MACHINE ON + WORKING
3,0.069,0.41,MACHINE OFF
3,0.126,1.291,MACHINE ON + WORKING
2,0.136,6.653,MACHINE ON + WORKING
2,0.091,1.333,MACHINE ON (Idle)
5,0.042,0.579,MACHINE OFF
4,0.172,4.877,MACHINE ON + WORKING
1,0.095,0.691,MACHINE ON (Idle)
2,0.035,0.067,MACHINE OFF
2,0.043,0.128,MACHINE OFF
5,0.051,0.52,MACHINE OFF
1,0.029,0.778,MACHINE OFF
5,0.042,0.939,MACHINE ON (Idle)
3,0.024,0.219,MACHINE OFF
1,0.073,0.574,MACHINE ON (Idle)
3,0.179,0.897,MACHINE ON + WORKING
1,0.075,0.96,MACHINE ON (Idle)
4,0.136,4.555,MACHINE ON + WORKING
4,0.184,0.399,MACHINE ON + WORKING
5,0.094,1.562,MACHINE ON (Idle)
5,0.148,1.223,MACHINE ON (Idle)
3,0.142,2.857,MACHINE ON + WORKING
5,0.094,1.174,MACHINE ON (Idle)
5,0.179,2.725,MACHINE ON + WORKING
5,0.125,2.647,MACHINE ON + WORKING
3,0.024,0.452,MACHINE OFF
4,0.081,0.569,MACHINE ON (Idle)
1,0.139,6.1,MACHINE ON + WORKING
2,0.1,3.892,MACHINE ON + WORKING
5,0.098,0.889,MACHINE ON (Idle)
4,0.131,1.631,MACHINE ON + WORKING
4,0.044,0.13,MACHINE OFF
4,0.168,6.606,MACHINE ON + WORKING
2,0.089,1.368,MACHINE ON (Idle)
4,0.029,0.268,MACHINE OFF
5,0.094,1.387,MACHINE ON (Idle)
4,0.158,1.079,MACHINE ON + WORKING
5,0.12,1.095,MACHINE ON (Idle)
5,0.039,0.501,MACHINE OFF
3,0.139,9.5,MACHINE ON + WORKING
2,0.086,0.932,MACHINE ON (Idle)
3,0.104,1.151,MACHINE ON (Idle)
2,0.085,1.139,MACHINE ON (Idle)
1,0.132,2.832,MACHINE ON + WORKING
3,0.113,0.968,MACHINE ON (Idle)
4,0.024,0.709,MACHINE OFF
1,0.128,4.0,MACHINE ON + WORKING
5,0.116,1.185,MACHINE ON (Idle)
3,0.156,1.577,MACHINE ON + WORKING
5,0.085,0.609,MACHINE ON (Idle)
4,0.11,0.381,MACHINE ON (Idle)
2,0.034,0.083,MACHINE OFF
5,0.031,0.486,MACHINE OFF
2,0.107,0.697,MACHINE ON (Idle)
1,0.133,1.223,MACHINE ON + WORKING
3,0.02,0.383,MACHINE OFF
1,0.111,0.827,MACHINE ON (Idle)
3,0.057,1.351,MACHINE ON (Idle)
5,0.121,1.354,MACHINE ON + WORKING
5,0.178,6.737,MACHINE ON + WORKING
5,0.046,0.364,MACHINE OFF
5,0.111,1.908,MACHINE ON + WORKING
5,0.066,0.408,MACHINE OFF
2,0.026,0.082,MACHINE OFF
5,0.08,0.948,MACHINE ON (Idle)
5,0.045,0.428,MACHINE OFF
4,0.112,0.7,MACHINE ON (Idle)
4,0.117,0.827,MACHINE ON (Idle)
5,0.141,3.603,MACHINE ON + WORKING
1,0.113,1.242,MACHINE ON (Idle)
3,0.122,1.375,MACHINE ON + WORKING
1,0.031,0.057,MACHINE OFF
2,0.098,0.51,MACHINE ON (Idle)
2,0.041,0.571,MACHINE OFF
4,0.111,0.904,MACHINE ON (Idle)
3,0.101,1.384,MACHINE ON (Idle)
1,0.115,1.091,MACHINE ON + WORKING
5,0.036,0.486,MACHINE OFF
5,0.079,1.218,MACHINE ON (Idle)
1,0.086,0.79,MACHINE ON (Idle)
1,0.094,0.01,MACHINE ON + WORKING
2,0.066,0.261,MACHINE OFF
5,0.043,0.568,MACHINE OFF
2,0.036,0.302,MACHINE OFF
2,0.09,1.346,MACHINE ON (Idle)
1,0.108,3.376,MACHINE ON + WORKING
2,0.033,0.071,MACHINE OFF
2,0.072,0.738,MACHINE ON (Idle)
5,0.069,0.467,MACHINE OFF
4,0.035,0.209,MACHINE OFF
2,0.177,0.934,MACHINE ON + WORKING
4,0.124,0.838,MACHINE ON (Idle)
4,0.042,0.262,MACHINE OFF
2,0.121,0.564,MACHINE ON (Idle)
1,0.174,0.876,MACHINE ON + WORKING
1,0.032,0.106,MACHINE OFF
1,0.03,0.217,MACHINE OFF
3,0.039,0.248,MACHINE OFF
5,0.085,1.091,MACHINE ON (Idle)
3,0.069,1.031,MACHINE ON (Idle)
4,0.051,0.01,MACHINE OFF
3,0.044,0.316,MACHINE OFF
5,0.023,0.414,MACHINE OFF
2,0.036,0.139,MACHINE OFF
4,0.11,1.004,MACHINE ON (Idle)
2,0.155,1.202,MACHINE ON + WORKING
4,0.165,3.993,MACHINE ON + WORKING
1,0.159,1.507,MACHINE ON + WORKING
4,0.112,0.732,MACHINE ON (Idle)
4,0.12,0.01,MACHINE ON + WORKING
2,0.077,0.661,MACHINE ON (Idle)
1,0.088,1.059,MACHINE ON (Idle)
2,0.031,0.162,MACHINE OFF
1,0.094,0.373,MACHINE ON (Idle)
3,0.032,0.471,MACHINE OFF
3,0.101,8.278,MACHINE ON + WORKING
4,0.046,0.01,MACHINE OFF
4,0.035,0.081,MACHINE OFF
2,0.067,1.382,MACHINE ON (Idle)
4,0.043,0.177,MACHINE OFF
5,0.035,0.541,MACHINE OFF
5,0.114,7.254,MACHINE ON + WORKING
2,0.09,1.071,MACHINE ON (Idle)
1,0.101,0.896,MACHINE ON + WORKING
2,0.033,0.201,MACHINE OFF
3,0.034,0.45,MACHINE OFF
5,0.083,0.937,MACHINE ON (Idle)
4,0.059,0.822,MACHINE ON (Idle)
1,0.065,0.885,MACHINE ON (Idle)
4,0.181,3.434,MACHINE ON + WORKING
4,0.161,1.302,MACHINE ON + WORKING
1,0.104,2.232,MACHINE ON + WORKING
3,0.016,0.252,MACHINE OFF
3,0.1,1.121,MACHINE ON (Idle)
1,0.032,0.01,MACHINE OFF
2,0.031,0.147,MACHINE OFF
1,0.129,6.285,MACHINE ON + WORKING
3,0.114,4.236,MACHINE ON + WORKING
1,0.12,1.003,MACHINE ON + WORKING
1,0.032,0.1,MACHINE OFF
3,0.183,4.637,MACHINE ON + WORKING
4,0.129,0.521,MACHINE ON (Idle)
1,0.113,0.675,MACHINE ON (Idle)
2,0.045,0.18,MACHINE OFF
5,0.046,0.628,MACHINE OFF
4,0.039,0.01,MACHINE OFF
1,0.111,3.865,MACHINE ON + WORKING
1,0.095,8.637,MACHINE ON + WORKING
4,0.103,0.868,MACHINE ON + WORKING
4,0.037,0.01,MACHINE OFF
5,0.209,1.091,MACHINE ON + WORKING
4,0.126,1.088,MACHINE ON (Idle)
2,0.143,2.472,MACHINE ON + WORKING
5,0.042,0.794,MACHINE OFF
4,0.1,0.936,MACHINE ON (Idle)
3,0.096,1.176,MACHINE ON (Idle)
1,0.131,2.507,MACHINE ON + WORKING
2,0.092,1.303,MACHINE ON (Idle)
1,0.144,1.197,MACHINE ON + WORKING
5,0.146,1.255,MACHINE ON + WORKING
3,0.157,6.666,MACHINE ON + WORKING
4,0.072,0.484,MACHINE ON (Idle)
1,0.111,1.219,MACHINE ON (Idle)
4,0.098,1.091,MACHINE ON (Idle)
3,0.107,1.277,MACHINE ON (Idle)
2,0.114,1.002,MACHINE ON (Idle)
3,0.114,4.096,MACHINE ON + WORKING
5,0.095,1.393,MACHINE ON (Idle)
1,0.139,0.833,MACHINE ON (Idle)
5,0.146,2.274,MACHINE ON + WORKING
2,0.113,3.207,MACHINE ON + WORKING
2,0.079,0.801,MACHINE ON (Idle)
4,0.163,3.225,MACHINE ON + WORKING
5,0.103,2.91,MACHINE ON + WORKING
5,0.127,1.879,MACHINE ON + WORKING
4,0.083,0.62,MACHINE ON (Idle)
1,0.123,0.639,MACHINE ON (Idle)
2,0.131,0.477,MACHINE ON (Idle)
2,0.112,0.97,MACHINE ON (Idle)
3,0.116,1.607,MACHINE ON + WORKING
4,0.169,5.012,MACHINE ON + WORKING
3,0.04,1.135,MACHINE OFF
5,0.042,0.448,MACHINE OFF
2,0.044,0.211,MACHINE OFF
3,0.106,0.894,MACHINE ON (Idle)
2,0.064,0.79,MACHINE ON (Idle)
3,0.181,6.33,MACHINE ON + WORKING
5,0.101,0.978,MACHINE ON (Idle)
2,0.118,2.627,MACHINE ON + WORKING
1,0.111,0.902,MACHINE ON (Idle)
1,0.105,1.49,MACHINE ON + WORKING
4,0.04,0.01,MACHINE OFF
2,0.139,0.933,MACHINE ON (Idle)
5,0.089,1.057,MACHINE ON (Idle)
1,0.041,0.201,MACHINE OFF
2,0.108,0.582,MACHINE ON (Idle)
4,0.157,0.572,MACHINE ON (Idle)
4,0.134,0.884,MACHINE ON (Idle)
1,0.029,0.16,MACHINE OFF
5,0.041,0.401,MACHINE OFF
2,0.047,0.194,MACHINE OFF
2,0.096,5.882,MACHINE ON + WORKING
4,0.112,0.711,MACHINE ON (Idle)
4,0.083,4.409,MACHINE ON + WORKING
2,0.022,0.145,MACHINE OFF
5,0.099,1.205,MACHINE ON (Idle)
2,0.098,2.309,MACHINE ON + WORKING
4,0.08,0.657,MACHINE ON (Idle)
3,0.115,1.004,MACHINE ON (Idle)
5,0.052,0.539,MACHINE OFF
2,0.148,4.41,MACHINE ON + WORKING
2,0.139,0.01,MACHINE ON + WORKING
5,0.04,0.424,MACHINE OFF
3,0.034,0.397,MACHINE OFF
1,0.07,1.104,MACHINE ON (Idle)
2,0.154,0.01,MACHINE ON + WORKING
5,0.045,0.322,MACHINE OFF
4,0.1,4.339,MACHINE ON + WORKING
3,0.059,0.456,MACHINE OFF
4,0.056,1.302,MACHINE ON (Idle)
3,0.096,1.357,MACHINE ON (Idle)
5,0.03,0.514,MACHINE OFF
3,0.043,0.432,MACHINE OFF
1,0.164,3.218,MACHINE ON + WORKING
3,0.148,5.708,MACHINE ON + WORKING
3,0.03,0.181,MACHINE OFF
3,0.032,0.352,MACHINE OFF
2,0.097,1.375,MACHINE ON (Idle)
5,0.072,0.548,MACHINE OFF
3,0.112,2.006,MACHINE ON + WORKING
4,0.047,0.032,MACHINE OFF
1,0.175,0.01,MACHINE ON + WORKING
2,0.118,2.259,MACHINE ON + WORKING
2,0.144,3.37,MACHINE ON + WORKING
5,0.034,0.542,MACHINE OFF
4,0.023,0.083,MACHINE OFF
2,0.036,0.389,MACHINE OFF
4,0.033,0.092,MACHINE OFF
5,0.153,1.642,MACHINE ON + WORKING
2,0.098,1.034,MACHINE ON (Idle)
4,0.074,0.842,MACHINE ON (Idle)
3,0.076,0.913,MACHINE ON (Idle)
4,0.101,0.732,MACHINE ON (Idle)
3,0.107,0.991,MACHINE ON (Idle)
1,0.155,4.983,MACHINE ON + WORKING
3,0.03,0.309,MACHINE OFF
5,0.141,0.667,MACHINE ON + WORKING
4,0.035,0.282,MACHINE OFF
5,0.123,1.336,MACHINE ON (Idle)
3,0.03,0.139,MACHINE OFF
3,0.074,1.431,MACHINE ON (Idle)
5,0.047,1.016,MACHINE ON (Idle)
5,0.037,0.429,MACHINE OFF
1,0.125,1.021,MACHINE ON (Idle)
2,0.121,0.558,MACHINE ON (Idle)
1,0.067,1.084,MACHINE ON (Idle)
1,0.134,1.013,MACHINE ON + WORKING
4,0.095,0.852,MACHINE ON (Idle)
2,0.167,4.858,MACHINE ON + WORKING
1,0.035,0.01,MACHINE OFF
2,0.028,0.082,MACHINE OFF
4,0.044,0.01,MACHINE OFF
2,0.038,0.171,MACHINE OFF
5,0.12,2.86,MACHINE ON + WORKING
4,0.102,0.61,MACHINE ON (Idle)
2,0.03,0.209,MACHINE OFF
5,0.139,1.258,MACHINE ON (Idle)
5,0.124,1.96,MACHINE ON + WORKING
5,0.12,1.299,MACHINE ON (Idle)
4,0.183,4.0,MACHINE ON + WORKING
3,0.028,0.398,MACHINE OFF
2,0.095,0.573,MACHINE ON (Idle)
5,0.046,0.418,MACHINE OFF
2,0.158,2.985,MACHINE ON + WORKING
1,0.034,0.384,MACHINE OFF
3,0.14,2.259,MACHINE ON + WORKING
1,0.104,0.857,MACHINE ON (Idle)
2,0.137,2.111,MACHINE ON + WORKING
5,0.093,0.954,MACHINE ON (Idle)
1,0.094,1.0,MACHINE ON (Idle)
4,0.091,1.004,MACHINE ON (Idle)
5,0.068,0.998,MACHINE ON (Idle)
4,0.038,0.01,MACHINE OFF
2,0.049,0.234,MACHINE OFF
1,0.043,0.01,MACHINE OFF
4,0.092,0.514,MACHINE ON (Idle)
5,0.137,3.899,MACHINE ON + WORKING
4,0.166,0.964,MACHINE ON + WORKING
2,0.146,4.684,MACHINE ON + WORKING
1,0.11,0.605,MACHINE ON (Idle)
4,0.026,0.105,MACHINE OFF
1,0.12,0.236,MACHINE ON + WORKING
3,0.041,0.317,MACHINE OFF
5,0.118,3.872,MACHINE ON + WORKING
5,0.112,1.05,MACHINE ON (Idle)
1,0.02,0.02,MACHINE OFF
1,0.14,3.554,MACHINE ON + WORKING
4,0.136,4.906,MACHINE ON + WORKING
3,0.094,1.193,MACHINE ON (Idle)
1,0.13,0.979,MACHINE ON (Idle)
3,0.03,0.448,MACHINE OFF
1,0.03,0.246,MACHINE OFF
2,0.044,0.231,MACHINE OFF
5,0.129,1.72,MACHINE ON + WORKING
5,0.134,1.172,MACHINE ON (Idle)
5,0.121,1.17,MACHINE ON (Idle)
2,0.038,0.336,MACHINE OFF
2,0.14,1.319,MACHINE ON + WORKING
1,0.031,0.094,MACHINE OFF
1,0.138,5.196,MACHINE ON + WORKING
5,0.09,0.972,MACHINE ON (Idle)
2,0.099,1.386,MACHINE ON (Idle)
4,0.089,0.594,MACHINE ON (Idle)
5,0.038,0.399,MACHINE OFF
5,0.081,1.245,MACHINE ON (Idle)
5,0.123,5.034,MACHINE ON + WORKING
4,0.035,0.094,MACHINE OFF
2,0.072,0.955,MACHINE ON (Idle)
3,0.06,1.233,MACHINE ON (Idle)
1,0.121,5.03,MACHINE ON + WORKING
5,0.13,7.921,MACHINE ON + WORKING
2,0.096,1.495,MACHINE ON + WORKING
1,0.054,0.693,MACHINE ON (Idle)
1,0.107,0.915,MACHINE ON (Idle)
2,0.165,4.489,MACHINE ON + WORKING
3,0.097,1.018,MACHINE ON (Idle)
4,0.091,5.723,MACHINE ON + WORKING
5,0.048,0.81,MACHINE OFF
